DeviceModeId,DeviceTypeId,DeviceModeCode,DeviceModeName,Manufacturer,RatedPower,FactoryModeName
5E1D4587-D01D-410C-945E-D166F5CAE0BB,43A89653-168B-46D9-B47D-0B6C773C3AF9,1,KNGI900-500HEC,北京科诺,NULL,KNGI900-500HEC
DE634323-0614-489B-AE47-D23300A00933,41042D23-F3AF-4DC1-AB23-A97950B6DD60,32,XE112-2000_fcsj,湘电,2000.0000,XE112-2000
95C74492-4487-4659-8817-D28115ECAE6B,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,31,DF6205,烟台东方威思顿,NULL,
AE413AED-EA11-4480-827E-D3318F698FE7,458FB3C3-32BC-48FF-B910-C318C461E635,8,NJE-HL-16Z,国电南瑞吉电新能源,NULL,NJE-HL-16Z
2B904944-4C7D-4082-8607-D3C87CE72BC6,C8B96B26-9DC8-4B91-8655-22FF6E02A593,8,DTE 2220/36,ABB上海变压器厂,NULL,DTE 2220/36
9D0770C7-50FD-463E-AF33-D4B60E654183,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,9,PGV1-40.5/630-31.5,平高集团,NULL,PGV1-40.5/630-31.5
11CE7375-A5D1-4D12-9BC1-D60A062BE74B,43A89653-168B-46D9-B47D-0B6C773C3AF9,2,SG500MX,阳光电源股份有限公司,NULL,SG500MX
DEF7568A-91AB-4050-9298-D60CEB14CD1C,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,9,PCS-9700-PF,南瑞继保,NULL,PCS-9700-PF
B76438D9-BB73-4454-B64B-D7057A5455B2,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,20,洱源大佛山光伏电厂,洱源协合太阳能发电有限公司,NULL,洱源大佛山光伏电厂
53880136-C2E5-4E6E-B97E-D7172578AF38,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,18,KYN64—40.5,江苏花冠电器集团有限公司,NULL,KYN64—40.5
2BDE1292-FD42-4D1A-B471-D7217F7ADB0C,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,19,升压站,宿州协合风力发电有限公司,NULL,升压站
9B818C18-D2FB-4EED-862A-D8BAC969BC52,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,2,DKSC-800/35-250/0.4,海南金盘电气,NULL,DKSC-800/35-250/0.4
093245F7-7747-42DE-9073-D8FA1DDE3828,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,3,平原协合升压站,山东省电力公司,NULL,平原协合升压站
2B2DC56B-068F-4BAD-ABCF-DCA49164FCF3,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,12,NSF3100风电功率预测系统,国电南瑞,NULL,NSF3100风电功率预测系统
C4B11114-23C0-43A0-B2C2-DCB065667353,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,14,SCB11-200/35,保定天威特集团特变电器有限公司,NULL,SCB11-200/35
296B5213-618F-404B-929B-DD190BA1B7CC,EE1DCF6C-E060-466F-A5CF-72C4EDAC2B26,11,DRHN,东润环能,NULL,
E9567768-E5D7-4706-A2A8-DEDF3E42D8D5,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,16,PGV1-40.5/630-25,平高集团有限公司,NULL,PGV1-40.5/630-25
B8FC19C4-960F-4024-AF35-DFA9B5FA8362,0C109926-7918-4B91-9FB1-2F71B28BACD0,14,PCS9700,南瑞继保,NULL,PCS9700
EBB7C605-F551-492D-A906-E01FB22A2DD3,73F532E2-27D5-488C-A618-C84A164C5A6A,25,"Switchear,15,5kV,model 211,12.5KA",伊顿,NULL,
FBD4CA52-EE59-4220-9061-E023D0880DBE,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,17,NF5240M3,浪潮电子信息产业股份有限公司,NULL,NF5240M3
8054668A-538B-4CE9-99FC-E27F3FEF55D3,B273F5A4-FF7E-4D08-89C3-3D36D07140DB,4,WPMS1000,江苏华创光电科技有限公司,NULL,
95B89C1B-1BEA-466D-8DCD-E2F7587F623E,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,3,JKM310PP-72,晶科能源控股有限公司,NULL,JKM310PP-72
24942C2F-24A0-4132-8CA1-E309352A129E,41042D23-F3AF-4DC1-AB23-A97950B6DD60,20,G90-IA 2.0MW,歌美飒,2000.0000,G90-IA 2.0MW
15CFAE84-9510-41CD-AEB1-E366FD5C9EBF,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,5,v.1.0 SPWF-3000,国能日新,NULL,v.1.0 SPWF-3000
D07BE6A2-BB46-4D98-9640-E37B6CEE5B91,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,9,DKSC-700,河北旭辉电气股份有限公司,NULL,DKSC-700
3A0468A0-F1DE-4917-A61C-E499FF05B379,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,6,KYN61-40.5/PT,河南省平高电气股份有限公司,NULL,KYN61-40.5/PT
17E0CEA5-66D3-49C7-941C-E5C98A80D130,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,21,YBW-250,山东泰安一变,NULL,
4427E73C-226D-4EB9-98D7-E5E8F9F31D46,458FB3C3-32BC-48FF-B910-C318C461E635,7,NJE-HL-12Z,国电南瑞吉电新能源,NULL,NJE-HL-12Z
62DB75D2-A6D5-4DDC-BA8C-E648564C7B6E,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,26,DLXH,北京动力协合,NULL,
54165328-F04D-4440-AAAB-E67C91F24049,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,11,"WPFS v.2.0 ",北京东润环能,NULL,"WPFS v.2.0 "
D008F9E4-E31B-40A7-A579-E70C9A33B0A1,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,25,iES-E60,积成电子有限公司,NULL,iES-E60
75BECBB8-3383-415A-8768-E81434B37B41,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,1,DZT188,宁波三星,NULL,DZT188
046B589C-9C5F-422E-B8F4-E855422A4493,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,13,THT-DKSC-850/37,保定天威恒通电气有限公司,NULL,THT-DKSC-850/37
4CC6EF21-7EF6-4141-9818-E867FF61849F,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,17,110KV,宿州协合风力发电有限公司,NULL,110KV
9FFD6AC5-3821-4B31-9D1A-E87394EF50EF,0C109926-7918-4B91-9FB1-2F71B28BACD0,6,PRS-7000 AVC,长园深瑞继保自动化有限公司,NULL,PRS-7000 AVC
E3DB2B65-2819-4924-BACD-E89EBE869375,C8B96B26-9DC8-4B91-8655-22FF6E02A593,11,S11-2150/35_0.69kV,宁波天安集团股份有限公司,NULL,S11-2150/35_0.69kV
2D388371-46F9-4B3E-925B-E9207EE38FBC,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,7,CEC6-3-72-300pA,中节能,NULL,CEC6-3-72-300pA
8B74179F-9CD4-4E2E-B38D-E99CC7C1109B,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,4,PYQX-01,锦州利诚自动化,NULL,PYQX-01
59BE0EA3-3A76-496F-9883-E9B821BE1476,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,22,DTZ341 0.2级电能表,长沙威盛集团有限公司,NULL,DTZ341 0.2级电能表
41D1B641-0B13-4286-9DB2-E9F6740DD24B,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,11,Mln_JLC,锦州阳光,NULL,Mln_JLC
7CB41EF0-D3F5-41E9-AB45-EA09378BF1A5,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,1,花灯升压站,,NULL,花灯升压站
1D852F3F-0EBA-48C1-9E80-EA673C5A6AF9,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,19,PRS-7052,长园深瑞,NULL,PRS-7052
0C02E2AD-B815-4024-B8B1-EB77D3BA7380,0C109926-7918-4B91-9FB1-2F71B28BACD0,1,LEC-3201,北京华软恒信,NULL,LEC-3201
44C58A89-53A9-403A-96BE-EBB714E3815D,41042D23-F3AF-4DC1-AB23-A97950B6DD60,18,YJ100-2000,远景,2000.0000,YJ100-2000
E8532A4D-85CC-471A-81EA-ECF2BBF48099,41042D23-F3AF-4DC1-AB23-A97950B6DD60,28,GW115/2000kw,金风,2000.0000,GW115/2000
820A5AB9-B206-4DDD-A1C8-EDAE8B2896F9,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,2,Huadeng_i-AY1-40.5-12,中国长城电工、天水长城开关厂有限公司,NULL,i-AY1-40.5-12
654825AB-F3BC-4733-8B90-EDF40EF52A23,82F9B6A3-4DE6-44A8-B3C3-B71A14917665,1,传输服务,北京动力协合,NULL,
892849D2-9A32-4703-B4FF-EE1080CBCE98,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,16,EDMI Mk6E,,NULL,EDMI Mk6E
D16ED400-8F85-40A4-BE29-EE1F6F313351,C8B96B26-9DC8-4B91-8655-22FF6E02A593,4,ZGS11-ZF-2150/38.5,宁波天安变压器有限公司,NULL,ZGS11-ZF-2150/38.5
B93BE204-AB5C-44CA-8BDB-EE64A931B4F7,41042D23-F3AF-4DC1-AB23-A97950B6DD60,3,XE105-2000-DLP,湘电,2000.0000,XE105-2000
FE88D5B5-34B9-4632-AC60-EE8ABAAEF378,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,25,协合灵宝湾驿风力发电场,灵宝协合风力发电有限公司,NULL,
D259B016-5C2F-41CA-9760-EF23691CDCC4,41042D23-F3AF-4DC1-AB23-A97950B6DD60,30,XE112-2000_fccd,湘电,2000.0000,XE112-2000
6C7F40AA-72A6-48F5-AA3A-EFCC785870C3,41042D23-F3AF-4DC1-AB23-A97950B6DD60,36,GW121/2500_huanghou,金风,2500.0000,GW121/2500
E4A4CDF9-B629-4B1D-9E15-F01EEA1EBC8A,41042D23-F3AF-4DC1-AB23-A97950B6DD60,17,GW-2000,上海电气,2000.0000,GW-2000
C55AC793-9EDA-4145-9843-F046B479F9BB,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,17,KQNSVG-11/10,思源电气股份有限公司,NULL,KQNSVG-11/10
2F0AF3C2-F457-4B33-9CA8-F0E92C1FCC2D,0C109926-7918-4B91-9FB1-2F71B28BACD0,16,PRS-7000,长园深瑞继保自动化有限公司,NULL,
06E24CE9-0C7D-4A50-BE29-F225A9EDC5B9,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,15,SS002(生活用水系统),南召皇后,NULL,SS002(生活用水系统)
E230EB0A-96AE-475C-97BA-F279C953C2E8,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,16,SH-SVGII-4000/35,湖北三环发展股份有限公司,NULL,SH-SVGII-4000/35
A7D1DB97-06CE-4B02-B81A-F27B6B495684,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,14,SZ001(110kV电站综合自动化系统),南召皇后,NULL,SZ001(110kV电站综合自动化系统)
5BB85B15-CF28-4EB6-A336-F51BA6B569B3,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,13,A1800-1880RALN-X,ABB,NULL,A1800-1880RALN-X
8DA2B977-44B4-4CA8-A1A2-F54C684B8FD4,41042D23-F3AF-4DC1-AB23-A97950B6DD60,25,XE112/116-2000,湘电,2000.0000,XE112/116-2000
44C14B38-EC14-4C4F-ABC4-F5CCE521EAB8,41042D23-F3AF-4DC1-AB23-A97950B6DD60,31,XE116-2000_fccd,湘电,2000.0000,XE116-2000
F920199D-ED9F-4299-8699-F5E1634AB9B8,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,10,DKSC-800-315/35,思源电气股份有限公司,NULL,DKSC-800-315/35
035FDF40-D2CF-4B9B-A728-F66155CAA253,EE1DCF6C-E060-466F-A5CF-72C4EDAC2B26,2,动力协合,,NULL,动力协合
2F98050B-ED6C-4BCB-94A6-F6C08D69C0F3,458FB3C3-32BC-48FF-B910-C318C461E635,9,PMD-A320K,阳光电源,NULL,PMD-A320K
AF199B05-D98E-4641-9B3A-F83060DE0E44,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,28,2000-6E20-1C311-142-621-H06,云南电力试验研究院,NULL,2000-6E20-1C311-142-621-H06
A2F4089A-6173-431C-89CA-F84789BF519C,73F532E2-27D5-488C-A618-C84A164C5A6A,24,LW36-126,山东泰开,NULL,
747A843F-9122-4946-8AEE-F85C4C992333,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,17,HSL 72P6-PB-4-305,"Hanwha SolarOne Co., Ltd",NULL,
1EB3A151-DB48-419E-9B2C-F8C03A806A5A,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,8,E650,兰吉尔仪表系统（珠海）有限公司,NULL,E650
60D3FBB7-AD38-449C-A37C-F8CC8DB4E0C2,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,12,CEC6-4-72-300P,中节能,NULL,CEC6-4-72-300P
3C3DAFB9-9A6C-4398-8C5E-FA5F9A17D389,43A89653-168B-46D9-B47D-0B6C773C3AF9,5,XC680,Schneider,NULL,XC680
A31C3D66-B796-44F0-93AE-FA6988250A53,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,14,DTZ341,威胜集团,NULL,
EF30370E-1DED-4968-80B0-FAC72284E05E,C8B96B26-9DC8-4B91-8655-22FF6E02A593,15,2750kVA箱式变电站（美式） YBB-40.5,河南森源,NULL,2750kVA箱式变电站（美式） YBB-40.5
4DBD4D94-F080-4732-88F3-FAE9D6CEEC1C,41042D23-F3AF-4DC1-AB23-A97950B6DD60,2,XE105-2000-DT,湘电,2000.0000,XE105-2000
386E7B04-008D-449C-911C-FB1DEEC55E96,73F532E2-27D5-488C-A618-C84A164C5A6A,5,LW36-126(W)/T3150-40,江苏省如高高压电气有限公司,NULL,LW36-126(W)/T3150-40
D9B29BB4-154C-4344-A271-FBC37785EC0C,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,15,HD284Z,江阴市宏峰电讯电气有限公司,NULL,HD284Z
5571AC4E-8CF8-477F-A393-FC254402B5A2,41042D23-F3AF-4DC1-AB23-A97950B6DD60,22,XE96-2000/XE100-2000,湘电,2000.0000,XE96-2000/XE100-2000
8E84653E-E10D-473A-8EA2-FC36A8891446,41042D23-F3AF-4DC1-AB23-A97950B6DD60,16,XE105-2000,湘电,2000.0000,XE105-2000
88C4E903-16A7-444E-869C-FD942540FACB,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,10,DLFC8000/35,大力电工襄阳股份有限公司,NULL,DLFC8000/35
1CBDC876-7E67-46CF-BD9B-FDBAC2415E66,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,12,SFZ11-100000,西电济南变压器股份有限公司,NULL,SFZ11-100000
E2155EB5-73C2-44A9-81A4-FFC65BFDCCEA,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,5,DLPJD01,平高集团,NULL,DLPJD01
BC59F093-A3ED-4CEF-AAA9-FFEBD9846F28,73F532E2-27D5-488C-A618-C84A164C5A6A,7,ZF16-252GCB,山东泰开高压开关有限公司,NULL,ZF16-252GCB
